# velocidad (m/s)   caida de presión (mm Hg)
3.83	30.00
4.17	35.5
4.97	50.5
6.06	75.0
6.71	92.0
7.17	105.0
7.51	115.0
7.98	130.0
8.67	153.5
9.39	180.0
9.89	199.5


